item_code,item_category,item_sub_department,item_department
247894,Body Cleansing,Hand & Body Care,Household
231082,Face/Complexion Cosmetics,Cosmetics,Household
370456,Men's Fragrance,Men's Toiletries,Household
66049,Car Care Cleaning  Interior,Car Care,Household
956176,Toilet Rolls,Paper Goods,Household
1116736,Toilet Rolls,Paper Goods,Household
1046878,Toilet Rolls,Paper Goods,Household
864907,Accessories,Beauty Counter,Household
1116025,Eggs,Eggs,Grocery
1024711,Sugar Confectionary,Confectionery,Grocery
1107763,Sugar Confectionary,Confectionery,Grocery
832507,Ready To Eat,Desserts,Grocery
1054924,Body Cleansing,Hand & Body Care,Household
1060477,Body Cleansing,Hand & Body Care,Household
1012840,Face/Complexion Cosmetics,Cosmetics,Household
924163,Disposable Plates,Disposable Table Ware,Household
740356,Facial Tissues,Paper Goods,Household
41497,Toilet Rolls,Paper Goods,Household
10852,Toilet Rolls,Paper Goods,Household
26242,Accessories,Beauty Counter,Household
72547,Spices,Seasoning & Coconut Cream,Grocery
401461,"Brooms , Brushers & Mops",Cleaning Durables,Household
1040254,Baby Skin Care,Baby Needs,Household
142333,Accessories,Baby Needs,Household
924055,Party Accessories,Party Ware,Household
1003030,Speciality Tea,Tea,Beverages
1012300,Speciality Tea,Tea,Beverages
68875,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
27142,Canned Fruit,Processed/Preserved Fruits,Grocery
1049281,Baby Nappies,Baby Needs,Household
920455,Party Accessories,Party Ware,Household
225808,Colognes,Skin Care,Household
817414,Whipping Cream,Cream,Chilled
53611,Jaggery,Dessert Ingredients,Grocery
904786,Canned Fruit,Processed/Preserved Fruits,Grocery
924127,Party Accessories,Party Ware,Household
209248,Energy Drinks,Sports & Energy Drinks,Beverages
62242,Dry,Processed/Preserved Fish,Grocery
121210,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
10033,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
423979,Sun Protection,Hand & Body Care,Household
1075381,Baby Nappies,Baby Needs,Household
17836,Chilled Sauces & Salad Accompanimen,Cooking Ingredients,Chilled
823804,Local,Confectionery,Grocery
855673,Ambient Instant Noodles,Pasta & Noodles,Grocery
120364,Baby Skin Care,Baby Needs,Household
517156,Colognes,Skin Care,Household
1072645,Cheese Blocks,Cheese,Chilled
281752,Cake,Bakery,Grocery
1035448,Sun Protection,Hand & Body Care,Household
111184,Washing Detergents,Laundry Care,Household
918862,Baby Skin Care,Baby Needs,Household
925648,Party Accessories,Party Ware,Household
915442,Energy Drinks,Sports & Energy Drinks,Beverages
736900,Local,Confectionery,Grocery
1058236,Dessert Fruits & Nuts,Desserts,Grocery
1049110,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1062628,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
918223,Accessories,Baby Needs,Household
868948,Colognes,Skin Care,Household
8386,Colognes,Skin Care,Household
954880,Energy Drinks,Sports & Energy Drinks,Beverages
22543,Colognes,Skin Care,Household
1009645,White Malt Drinks,Malt Drink,Beverages
995065,FOW-Australia,FOW,Grocery
59947,Dry,Processed/Preserved Fish,Grocery
829726,Canned Fruit,Processed/Preserved Fruits,Grocery
121039,Household Air Fresheners,Cleaning Consumables,Household
26719,Party Accessories,Party Ware,Household
1027762,Speciality Tea,Tea,Beverages
1016953,Speciality Tea,Tea,Beverages
14290,Ambient Salad Accompaniments,Meal Accompaniments,Grocery
27997,Dry,Processed/Preserved Fish,Grocery
87928,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
1047706,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
267505,Washing Detergents,Laundry Care,Household
820753,Colognes,Skin Care,Household
1062610,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1055221,Sun Protection,Hand & Body Care,Household
213820,Baby Skin Care,Baby Needs,Household
1080862,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
924091,Party Accessories,Party Ware,Household
822787,Speciality Tea,Tea,Beverages
952576,Ambient Salad Accompaniments,Meal Accompaniments,Grocery
302983,Washing Detergents,Laundry Care,Household
8287,Colognes,Skin Care,Household
1012111,Speciality Tea,Tea,Beverages
298438,Washing Detergents,Laundry Care,Household
267586,Accessories,Baby Needs,Household
43414,Party Accessories,Party Ware,Household
248245,Hair Treatment,Hair Care,Household
1012228,Speciality Tea,Tea,Beverages
null,Spices,Seasoning & Coconut Cream,Grocery
1067776,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
73852,Dessert Fruits & Nuts,Desserts,Grocery
127717,Household Air Fresheners,Cleaning Consumables,Household
1049290,Baby Nappies,Baby Needs,Household
1044853,Energy Drinks,Sports & Energy Drinks,Beverages
31318,Full Cream,Long Life,Grocery
997126,Ambient Instant Noodles,Pasta & Noodles,Grocery
139129,Cake,Bakery,Grocery
282958,Washing Detergents,Laundry Care,Household
925378,Party Accessories,Party Ware,Household
628351,Colognes,Skin Care,Household
799432,Ambient Instant Noodles,Pasta & Noodles,Grocery
1060180,Ambient Instant Noodles,Pasta & Noodles,Grocery
1007791,Baby Nappies,Baby Needs,Household
1094731,Baby Skin Care,Baby Needs,Household
81700,Accessories,Baby Needs,Household
924784,Party Accessories,Party Ware,Household
497221,Colognes,Skin Care,Household
154168,White Malt Drinks,Malt Drink,Beverages
1104919,Energy Drinks,Sports & Energy Drinks,Beverages
282895,Whipping Cream,Cream,Chilled
99376,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
1080880,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1003768,Household Air Fresheners,Cleaning Consumables,Household
406105,Facial Care Gift Packs,Facial Care,Household
1059307,Speciality Tea,Tea,Beverages
132559,Spices,Seasoning & Coconut Cream,Grocery
918070,Dessert Fruits & Nuts,Desserts,Grocery
768022,Full Cream,Long Life,Grocery
125683,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
3076,Ambient Instant Noodles,Pasta & Noodles,Grocery
864988,Post wash,Laundry,Household
1068991,Speciality Tea,Tea,Beverages
855952,Speciality Tea,Tea,Beverages
284326,Energy Drinks,Sports & Energy Drinks,Beverages
1099393,Spices,Seasoning & Coconut Cream,Grocery
406195,Spices,Seasoning & Coconut Cream,Grocery
71791,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
1094524,Baby Skin Care,Baby Needs,Household
408841,Spices,Seasoning & Coconut Cream,Grocery
96595,Full Cream,Long Life,Grocery
258496,Spices,Seasoning,Grocery
826675,Washing Detergents,Laundry Care,Household
171016,Washing Detergents,Laundry Care,Household
225754,Baby Skin Care,Baby Needs,Household
1007926,Baby Skin Care,Baby Needs,Household
885931,White Malt Drinks,Malt Drink,Beverages
1069279,Washing Detergents,Laundry Care,Household
132919,Household Air Fresheners,Cleaning Consumables,Household
12166,Baby Skin Care,Baby Needs,Household
878146,Hair Treatment,Hair Care,Household
41056,Dry,Processed/Preserved Fish,Grocery
829573,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
989530,White Malt Drinks,Malt Drink,Beverages
1044862,Energy Drinks,Sports & Energy Drinks,Beverages
850363,Local,Confectionery,Grocery
888685,Spices,Seasoning,Grocery
924037,Party Accessories,Party Ware,Household
924775,Party Accessories,Party Ware,Household
225853,Colognes,Skin Care,Household
38212,Energy Drinks,Sports & Energy Drinks,Beverages
526417,Whipping Cream,Cream,Chilled
29527,Full Cream,Long Life,Grocery
87172,Tooth Picks & BBQ Sticks,Disposable Table Ware,Household
10222,Baby Skin Care,Baby Needs,Household
1027168,Instant Coffee,Coffee,Beverages
1099339,Spices,Seasoning & Coconut Cream,Grocery
1039957,Spices,Seasoning & Coconut Cream,Grocery
23317,Local,Confectionery,Grocery
270358,"Brooms , Brushers & Mops",Cleaning Durables,Household
925342,Party Accessories,Party Ware,Household
956275,Speciality Tea,Tea,Beverages
113587,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
41344,Household Air Fresheners,Cleaning Consumables,Household
51037,Baby Skin Care,Baby Needs,Household
143278,Party Accessories,Party Ware,Household
904624,Energy Drinks,Sports & Energy Drinks,Beverages
53557,Ambient Salad Accompaniments,Meal Accompaniments,Grocery
1080844,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
107836,Washing Detergents,Laundry Care,Household
1003777,Household Air Fresheners,Cleaning Consumables,Household
58957,Baby Skin Care,Baby Needs,Household
918214,Accessories,Baby Needs,Household
22507,Colognes,Skin Care,Household
379546,Spices,Seasoning & Coconut Cream,Grocery
975247,FOW-Australia,FOW,Grocery
68794,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
915352,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
399211,Cake,Bakery,Grocery
64519,Household Air Fresheners,Cleaning Consumables,Household
278566,"Brooms , Brushers & Mops",Cleaning Durables,Household
58975,Baby Skin Care,Baby Needs,Household
81727,Baby Skin Care,Baby Needs,Household
925432,Party Accessories,Party Ware,Household
1094911,Cheese Blocks,Cheese,Chilled
38005,Spices,Seasoning & Coconut Cream,Grocery
112210,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1062592,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
860353,White Malt Drinks,Malt Drink,Beverages
824992,Raising Agent,Dessert Ingredients,Grocery
1117285,Baby Nappies,Baby Needs,Household
902455,Accessories,Baby Needs,Household
940939,Party Accessories,Party Ware,Household
1024018,Chilled Pate,Cooking Ingredients,Chilled
853774,Spices,Seasoning & Coconut Cream,Grocery
366964,Ambient Salad Accompaniments,Meal Accompaniments,Grocery
995092,FOW-Australia,FOW,Grocery
268963,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
1097359,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
5182,Household Air Fresheners,Cleaning Consumables,Household
1007854,Baby Skin Care,Baby Needs,Household
18565,Colognes,Skin Care,Household
871018,Colognes,Skin Care,Household
519019,Colognes,Skin Care,Household
224971,Spices,Seasoning & Coconut Cream,Grocery
820303,Dry,Processed/Preserved Fish,Grocery
97333,Dry,Processed/Preserved Fish,Grocery
985021,Sun Protection,Hand & Body Care,Household
18412,"Brooms , Brushers & Mops",Cleaning Durables,Household
31093,Facial Care Gift Packs,Facial Care,Household
5092,Speciality Tea,Tea,Beverages
853063,Spices,Seasoning & Coconut Cream,Grocery
794374,Ambient Instant Noodles,Pasta & Noodles,Grocery
871711,Washing Detergents,Laundry Care,Household
137167,Household Air Fresheners,Cleaning Consumables,Household
236869,"Brooms , Brushers & Mops",Cleaning Durables,Household
1057156,Hair Treatment,Hair Care,Household
1013470,Speciality Tea,Tea,Beverages
250900,Ambient Salad Accompaniments,Meal Accompaniments,Grocery
867985,Nuts,Dessert Ingredients,Grocery
274498,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
67912,Sun Protection,Hand & Body Care,Household
372607,Washing Detergents,Laundry Care,Household
1095028,Baby Nappies,Baby Needs,Household
98476,Baby Skin Care,Baby Needs,Household
376351,Accessories,Baby Needs,Household
216367,Spices,Seasoning & Coconut Cream,Grocery
884032,Sun Protection,Hand & Body Care,Household
230020,Washing Detergents,Laundry Care,Household
75922,Baby Skin Care,Baby Needs,Household
879928,Speciality Tea,Tea,Beverages
820321,Dry,Processed/Preserved Fish,Grocery
115180,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
217789,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
117169,Dehydrated,Processed / Preserved Vegetables,Grocery
371608,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
77983,Baby Skin Care,Baby Needs,Household
366982,Ambient Salad Accompaniments,Meal Accompaniments,Grocery
283723,Baby Skin Care,Baby Needs,Household
1031074,Party Accessories,Party Ware,Household
22552,Colognes,Skin Care,Household
88585,Chilled Pate,Cooking Ingredients,Chilled
1017808,Ambient Salad Accompaniments,Meal Accompaniments,Grocery
661696,Raising Agent,Dessert Ingredients,Grocery
10213,Baby Skin Care,Baby Needs,Household
1094713,Baby Skin Care,Baby Needs,Household
911995,Accessories,Baby Needs,Household
1051351,Speciality Tea,Tea,Beverages
92113,Full Cream,Long Life,Grocery
909889,Accessories,Baby Needs,Household
115189,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
918889,Accessories,Baby Needs,Household
920419,Party Accessories,Party Ware,Household
26593,Party Accessories,Party Ware,Household
925693,Party Accessories,Party Ware,Household
848608,Full Cream,Long Life,Grocery
14686,Ambient Instant Noodles,Pasta & Noodles,Grocery
81745,Accessories,Baby Needs,Household
1044871,Energy Drinks,Sports & Energy Drinks,Beverages
271123,Ambient Salad Accompaniments,Meal Accompaniments,Grocery
30247,Full Cream,Long Life,Grocery
1062619,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
391201,Washing Detergents,Laundry Care,Household
125566,Soy Milk,Long Life,Grocery
1078180,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
134179,Household Air Fresheners,Cleaning Consumables,Household
1078891,Baby Skin Care,Baby Needs,Household
924586,Party Accessories,Party Ware,Household
62494,Full Cream,Long Life,Grocery
1042981,Cake,Bakery,Grocery
1024000,Chilled Pate,Cooking Ingredients,Chilled
130966,Dry,Processed/Preserved Fish,Grocery
30265,Full Cream,Long Life,Grocery
257578,Spices,Seasoning,Grocery
1037644,Washing Detergents,Laundry Care,Household
248236,Hair Treatment,Hair Care,Household
39571,Speciality Tea,Tea,Beverages
1012120,Speciality Tea,Tea,Beverages
408733,Spices,Seasoning & Coconut Cream,Grocery
30436,Full Cream,Long Life,Grocery
1120300,Ambient Instant Noodles,Pasta & Noodles,Grocery
66823,Household Air Fresheners,Cleaning Consumables,Household
1085884,Baby Skin Care,Baby Needs,Household
132595,Dry,Processed/Preserved Fish,Grocery
306439,Baby Skin Care,Baby Needs,Household
118096,Accessories,Baby Needs,Household
37159,Accessories,Baby Needs,Household
925738,Party Accessories,Party Ware,Household
275722,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
493648,Household Air Fresheners,Cleaning Consumables,Household
925684,Party Accessories,Party Ware,Household
925747,Party Accessories,Party Ware,Household
1073014,Party Accessories,Party Ware,Household
1045960,Instant Coffee,Coffee,Beverages
250630,Energy Drinks,Sports & Energy Drinks,Beverages
366991,Ambient Salad Accompaniments,Meal Accompaniments,Grocery
895750,Local,Confectionery,Grocery
996019,Household Air Fresheners,Cleaning Consumables,Household
282508,Baby Skin Care,Baby Needs,Household
924064,Party Accessories,Party Ware,Household
362977,Spices,Seasoning & Coconut Cream,Grocery
385576,Ambient Salad Accompaniments,Meal Accompaniments,Grocery
925792,Party Accessories,Party Ware,Household
401245,Energy Drinks,Sports & Energy Drinks,Beverages
88612,Chilled Pate,Cooking Ingredients,Chilled
283966,Cheese Blocks,Cheese,Chilled
905146,Sun Protection,Hand & Body Care,Household
1076191,Baby Skin Care,Baby Needs,Household
1089880,Hair Treatment,Hair Care,Household
82141,White Malt Drinks,Malt Drink,Beverages
47554,Washing Detergents,Laundry Care,Household
1028725,Facial Care Gift Packs,Facial Care,Household
920446,Party Accessories,Party Ware,Household
925657,Party Accessories,Party Ware,Household
224485,Spices,Seasoning & Coconut Cream,Grocery
281815,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
275731,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
397249,Canned Fruit,Processed/Preserved Fruits,Grocery
125008,Sun Protection,Hand & Body Care,Household
1069018,Speciality Tea,Tea,Beverages
861433,Dry,Processed/Preserved Fish,Grocery
81052,Household Air Fresheners,Cleaning Consumables,Household
38338,Energy Drinks,Sports & Energy Drinks,Beverages
1024009,Chilled Pate,Cooking Ingredients,Chilled
1079962,Accessories,Baby Needs,Household
814966,Colognes,Skin Care,Household
145699,Local,Confectionery,Grocery
825577,Instant Mixes,Flour,Grocery
1104856,Sun Protection,Hand & Body Care,Household
243016,Sun Protection,Hand & Body Care,Household
81034,Household Air Fresheners,Cleaning Consumables,Household
278548,"Brooms , Brushers & Mops",Cleaning Durables,Household
1078882,Baby Skin Care,Baby Needs,Household
103759,Colognes,Skin Care,Household
272419,Whipping Cream,Cream,Chilled
261970,Spices,Seasoning & Coconut Cream,Grocery
382939,Spices,Seasoning & Coconut Cream,Grocery
70837,Spices,Seasoning & Coconut Cream,Grocery
1094965,Cheese Blocks,Cheese,Chilled
70126,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
1084489,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
270457,"Brooms , Brushers & Mops",Cleaning Durables,Household
1040263,Baby Skin Care,Baby Needs,Household
854476,White Malt Drinks,Malt Drink,Beverages
88576,Chilled Pate,Cooking Ingredients,Chilled
217780,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
