outlet_code,item_code,DATE,sales_qty
E,117736,9/19/2022,2
C,36808,2/16/2022,33
B,1672,4/26/2022,28
D,117520,2/28/2022,22
C,9979,6/23/2022,2
B,121039,8/7/2022,2
C,12355,4/14/2022,2
C,117925,6/3/2022,32
A,3652,4/9/2022,60
A,25081,6/10/2022,3
D,25000,1/30/2022,3
A,29653,5/25/2022,3
A,104470,9/28/2022,9
D,123307,6/6/2022,40
D,122767,8/12/2022,9
D,119554,8/29/2022,14
B,29653,2/1/2022,19
C,117925,1/28/2022,7
B,121174,4/1/2022,5
C,122686,2/19/2022,3
C,3022,5/31/2022,3
C,40201,6/25/2022,1
E,121174,3/28/2022,5
A,40939,4/10/2022,3
A,117745,8/11/2022,4
D,44989,5/15/2022,1
D,107836,8/6/2022,11
A,4480,8/6/2022,5
B,118033,3/3/2022,1
B,36808,8/4/2022,56
A,119554,3/2/2022,31
A,36808,3/5/2022,115
A,223,4/10/2022,8
A,107809,6/17/2022,2
D,6640,3/1/2022,7
D,12670,3/8/2022,4
D,40381,4/10/2022,22
D,123307,8/30/2022,35
C,15352,2/25/2022,5
B,123307,8/22/2022,42
C,107836,10/3/2022,13
B,29653,7/8/2022,10
D,43738,3/14/2022,14
D,40381,5/25/2022,16
D,117925,8/15/2022,9
C,104470,2/9/2022,1
C,6163,3/1/2022,11
B,18223,3/2/2022,125
B,18223,5/23/2022,109
D,18223,7/29/2022,170
D,18223,8/19/2022,201
A,93895,8/22/2022,1
E,45484,4/5/2022,3
D,117925,9/29/2022,6
E,898,3/14/2022,22
E,102490,4/22/2022,21.04200029
B,3652,4/8/2022,55
B,40381,5/14/2022,20
B,2806,5/17/2022,10
D,3022,3/13/2022,5
D,91438,7/12/2022,25
D,23938,10/15/2022,4
C,11509,5/9/2022,6
B,3328,8/14/2022,1
C,76399,7/9/2022,16
E,43135,6/19/2022,4
A,40759,6/12/2022,21
A,25081,7/17/2022,5
D,118033,2/26/2022,9
A,36808,8/21/2022,61
A,107836,9/7/2022,11
A,117925,9/21/2022,5
D,117736,9/5/2022,17
D,110320,10/18/2022,7
A,120400,10/15/2022,2
B,119554,3/28/2022,15
B,42685,4/7/2022,20
C,10195,2/27/2022,1
E,118033,4/11/2022,2
E,29653,9/10/2022,1
D,1672,7/14/2022,13
D,112219,10/18/2022,1
D,107836,9/24/2022,14
C,4705,6/2/2022,10
A,96136,1/26/2022,17.55799991
A,107224,1/28/2022,4
A,124414,1/31/2022,3
A,1672,2/19/2022,12
D,6640,1/22/2022,8
D,11293,1/30/2022,10
D,45484,4/23/2022,4
D,122686,7/14/2022,6
B,268,7/3/2022,2
B,42154,8/6/2022,9.179999828
A,118033,1/24/2022,1
A,14947,2/25/2022,3
D,19114,2/19/2022,4
D,97486,5/26/2022,1
C,57976,2/10/2022,2
C,46150,4/15/2022,5
C,7396,5/22/2022,1
C,6163,9/1/2022,5
D,117925,2/26/2022,23
D,304,5/28/2022,5
C,42154,2/4/2022,3.53399992
E,18223,8/31/2022,16
B,46591,8/8/2022,10
C,4741,1/26/2022,14
D,23020,6/23/2022,7
D,123307,9/19/2022,81
A,115846,8/11/2022,5
B,23938,7/24/2022,5
E,10375,9/4/2022,1
C,102490,6/2/2022,24.43000031
B,91438,1/31/2022,7
B,13795,4/9/2022,6
B,3652,4/10/2022,28
A,110320,3/15/2022,10
D,117610,2/3/2022,5
D,116836,8/13/2022,13
A,6163,10/3/2022,4
C,23938,2/12/2022,3
B,4480,5/20/2022,2
B,121714,6/21/2022,1
C,117745,4/25/2022,60
E,102490,5/19/2022,21.50400007
E,29941,7/6/2022,1
E,107863,7/15/2022,3
E,107863,9/24/2022,1
D,3679,5/1/2022,7
C,116836,9/10/2022,3
C,55906,8/4/2022,1
B,107863,5/27/2022,5
B,10366,8/21/2022,1
A,43738,6/16/2022,5
D,30688,1/22/2022,2
D,92491,3/13/2022,8
D,23146,3/30/2022,4
D,25000,6/7/2022,3
C,4705,3/16/2022,6
C,4705,9/26/2022,2
B,117736,3/28/2022,5
D,93913,9/8/2022,1
C,122740,2/23/2022,3
C,117520,4/29/2022,6
C,40381,6/15/2022,6
B,98809,7/22/2022,13
B,98809,8/3/2022,27
C,119554,7/2/2022,17
D,12355,5/22/2022,4
B,3679,4/17/2022,3
D,6640,2/5/2022,11
D,6640,3/19/2022,17
D,8800,6/5/2022,14
A,23938,1/23/2022,5
A,39238,2/20/2022,2
A,123694,5/14/2022,2
A,25000,5/24/2022,2
C,123280,3/8/2022,5
C,10204,8/4/2022,12
B,101635,4/16/2022,5
B,3679,4/26/2022,6
A,123307,2/22/2022,105
A,97531,4/7/2022,3
A,23371,4/10/2022,4
A,29311,6/20/2022,1
D,538,2/19/2022,1
D,120418,3/23/2022,6
B,120418,10/12/2022,2
D,117610,1/22/2022,5
B,14947,1/30/2022,2
C,15352,1/31/2022,1
B,25081,4/13/2022,14
B,91438,5/26/2022,3
B,232,9/27/2022,2
E,117286,4/15/2022,1
E,592,5/3/2022,1
A,2806,1/29/2022,2
A,117520,4/10/2022,29
A,1672,8/16/2022,9
D,110320,2/8/2022,22
D,29941,3/16/2022,4
D,117610,4/19/2022,16
D,223,7/21/2022,7
D,3679,9/24/2022,14
C,102490,9/5/2022,13.22600007
C,11230,5/13/2022,3
B,9925,2/28/2022,4
B,36808,5/14/2022,49
A,12355,2/26/2022,7
D,107224,2/19/2022,4
D,42154,2/26/2022,31.66599965
D,9979,4/17/2022,18
D,3679,4/29/2022,12
C,10195,3/2/2022,2
B,40759,9/5/2022,10
C,91438,9/22/2022,2
A,23785,3/25/2022,6
A,57058,7/6/2022,6
D,45169,5/2/2022,3
D,91438,8/15/2022,15
C,117520,3/10/2022,23
C,105604,4/2/2022,3
A,107269,7/22/2022,1
D,101635,9/11/2022,7
B,98809,8/28/2022,36
B,98809,3/22/2022,23
B,46591,4/25/2022,15
C,76399,3/4/2022,8
C,102490,8/24/2022,13.6080004
C,42154,3/14/2022,24.8659997
B,29896,2/3/2022,3
D,119554,4/1/2022,17
D,116836,4/4/2022,30
A,43738,3/5/2022,2
A,36808,5/7/2022,93
A,110320,6/19/2022,20
C,116062,2/21/2022,1
C,29653,3/20/2022,4
C,45169,4/25/2022,3
C,117520,5/26/2022,4
C,57976,6/9/2022,1
C,42154,6/12/2022,11.78799981
B,123307,3/6/2022,1
A,110320,7/15/2022,9
D,107863,2/17/2022,6
D,43135,3/28/2022,19
D,2806,6/8/2022,4
D,117925,5/3/2022,9
D,111382,6/21/2022,4
A,43405,9/18/2022,2
B,6856,6/6/2022,1
C,223,5/2/2022,4
C,117160,7/1/2022,2
C,110356,9/3/2022,2
E,117925,4/11/2022,2
A,119779,1/30/2022,4
A,11509,2/7/2022,4
A,13795,3/5/2022,2
A,117520,7/20/2022,15
D,45169,4/17/2022,1
C,108151,6/5/2022,1
A,36808,1/29/2022,78
A,42685,5/25/2022,18
D,117520,3/15/2022,12
D,111868,7/11/2022,1
C,42685,1/29/2022,19
B,110320,9/14/2022,3
C,259,9/28/2022,2
B,123334,3/19/2022,2
B,117925,6/7/2022,26
B,223,8/16/2022,3
A,119779,3/13/2022,6
D,107269,4/22/2022,3
D,40939,9/4/2022,13
C,118033,3/10/2022,3
C,4705,3/17/2022,8
C,2806,8/8/2022,26
E,18223,5/12/2022,12
B,46591,6/11/2022,11
A,115846,7/14/2022,14
D,18223,6/27/2022,143
E,123307,10/2/2022,16
B,259,9/6/2022,3
D,123307,6/19/2022,93
D,117925,9/22/2022,10
D,23911,10/7/2022,2
A,107863,4/21/2022,8
A,93913,6/30/2022,1
C,25000,5/13/2022,4
C,232,3/3/2022,4
C,124396,4/24/2022,1
C,123667,6/10/2022,2
E,40381,4/23/2022,8
A,101149,2/21/2022,1
A,117925,6/23/2022,14
C,25081,8/7/2022,1
A,110878,8/17/2022,17
C,12040,3/26/2022,3
C,44989,4/2/2022,7
C,41686,4/10/2022,3
B,44989,9/18/2022,1
C,3427,8/30/2022,5
E,93895,6/2/2022,1
A,23938,2/20/2022,6
A,10375,2/21/2022,2
A,14947,5/14/2022,9
A,118033,7/11/2022,5
D,952,2/7/2022,6
D,12040,4/10/2022,2
D,102490,4/22/2022,65.04200065
A,110320,8/22/2022,10
A,3427,10/15/2022,3
C,13795,7/22/2022,10
B,117925,8/8/2022,9
B,15352,9/30/2022,4
E,110860,3/16/2022,1
A,6163,1/27/2022,8
A,117925,3/18/2022,13
A,120418,4/21/2022,5
D,12355,4/15/2022,4
D,43135,6/30/2022,7
D,92491,7/1/2022,2
D,117736,9/22/2022,26
C,2977,1/22/2022,5
B,96775,8/9/2022,1
D,122686,3/5/2022,15
C,124396,4/25/2022,3
C,40759,10/2/2022,5
B,13948,4/13/2022,2
A,123307,5/28/2022,127
C,117925,2/16/2022,5
C,46150,3/19/2022,2
C,11293,7/18/2022,11
A,42685,6/14/2022,21
C,27790,10/5/2022,6
A,96136,7/20/2022,10.68400002
C,898,7/15/2022,23
E,42685,9/14/2022,11
B,122686,6/11/2022,8
D,117520,5/28/2022,20
D,36808,10/9/2022,58
A,107863,4/9/2022,5
B,42685,8/18/2022,28
C,117736,2/7/2022,8
B,116836,3/16/2022,5
C,119554,8/31/2022,35
C,117736,9/29/2022,31
E,30778,4/26/2022,1
A,29941,3/15/2022,4
A,1231,4/9/2022,4
A,11293,7/11/2022,13
D,121174,3/16/2022,4
A,104470,9/10/2022,10
D,55879,4/28/2022,3
D,92482,5/24/2022,5
B,123667,5/14/2022,4
D,304,2/16/2022,2
D,122740,2/26/2022,2
D,117520,5/31/2022,12
C,7108,1/22/2022,2
B,673,5/18/2022,1
B,96136,7/28/2022,6.006000042
C,117925,5/9/2022,9
C,124414,5/30/2022,1
C,29653,8/10/2022,1
E,42685,9/20/2022,9
A,118033,2/14/2022,4
A,5551,6/4/2022,4
D,3022,3/21/2022,1
D,40939,4/18/2022,10
D,102490,5/15/2022,52.51800013
D,107224,6/13/2022,2
D,117520,10/16/2022,30
C,898,10/12/2022,25
A,123694,4/2/2022,9
A,114658,4/23/2022,1
A,120418,5/29/2022,5
D,3679,5/8/2022,6
C,6640,2/17/2022,6
A,25000,8/13/2022,1
B,42685,9/11/2022,15
B,117520,6/28/2022,6
D,4732,7/23/2022,1
C,94345,4/25/2022,4
C,4705,6/30/2022,1
C,10852,10/18/2022,3
A,94345,7/2/2022,2
C,40759,3/15/2022,11
C,110320,7/19/2022,5
B,313,2/12/2022,6
C,117520,8/11/2022,4
E,15352,9/8/2022,2
E,121174,4/1/2022,4
E,117736,9/13/2022,3
B,7396,6/26/2022,1
B,6163,7/4/2022,6
B,123307,8/2/2022,60
A,42685,4/12/2022,10
A,117520,4/18/2022,13
B,110320,2/4/2022,9
B,40381,3/9/2022,11
B,123307,3/12/2022,4
A,118033,4/4/2022,10
D,91438,2/8/2022,2
D,92491,4/12/2022,10
A,120418,4/20/2022,4
D,41686,3/6/2022,2
C,95443,2/25/2022,1
C,4597,2/27/2022,1
C,10204,6/16/2022,48
C,11509,8/3/2022,7
E,43135,6/13/2022,4
A,116836,1/23/2022,19
E,119554,10/11/2022,2
A,14947,6/26/2022,9
D,92482,4/5/2022,9
D,110806,8/16/2022,2
C,29896,5/5/2022,6
D,673,8/20/2022,4
C,24136,3/2/2022,7
C,95137,3/20/2022,7
B,1672,4/22/2022,17
C,29653,7/30/2022,18
A,42658,4/8/2022,1
B,18223,3/15/2022,98
B,98809,4/4/2022,29
B,98809,6/5/2022,43
E,42154,10/11/2022,6.785999775
A,116836,8/29/2022,11
E,42928,3/10/2022,1
B,40759,5/31/2022,5
D,1951,2/22/2022,1
D,123307,3/11/2022,137
A,11293,2/7/2022,11
A,25081,7/8/2022,2
B,40381,8/14/2022,7
C,13795,7/20/2022,5
C,36808,8/10/2022,76
B,44989,3/30/2022,5
C,30175,9/20/2022,1
B,40759,10/9/2022,3
E,120418,6/13/2022,2
E,8800,6/17/2022,1
A,6163,3/3/2022,15
D,232,1/27/2022,2
A,46150,9/5/2022,6
A,23785,9/14/2022,3
D,11293,4/17/2022,27
A,40381,10/9/2022,24
A,313,9/20/2022,1
D,23020,7/12/2022,17
D,10105,8/27/2022,1
D,119554,10/13/2022,7
E,23938,4/6/2022,3
E,12220,8/9/2022,1
A,117286,3/29/2022,6
A,116836,6/2/2022,30
A,123307,7/13/2022,83
A,107224,8/31/2022,2
D,121174,3/1/2022,9
D,673,3/23/2022,3
D,119554,7/14/2022,25
D,102769,8/21/2022,1
D,45421,9/12/2022,1
A,110320,8/4/2022,3
C,105604,4/23/2022,6
C,111868,6/4/2022,4
B,117745,6/16/2022,2
A,40381,2/16/2022,9
A,12355,4/4/2022,14
A,43135,5/22/2022,15
D,94948,2/24/2022,2
D,94453,4/24/2022,2
D,6163,6/7/2022,12
C,111436,4/8/2022,5
B,117196,6/1/2022,1
D,42685,3/27/2022,9
D,99457,4/9/2022,3
D,36808,4/10/2022,124
D,4741,5/16/2022,1
C,36808,3/17/2022,45
C,13795,7/16/2022,6
A,110860,5/20/2022,10
C,119554,6/11/2022,16
A,91438,7/29/2022,12
B,538,6/25/2022,1
A,117160,7/6/2022,6
D,29896,5/3/2022,7
B,94948,5/21/2022,3
B,42685,8/26/2022,16
D,14947,7/23/2022,7
D,45115,10/2/2022,3
D,123694,10/3/2022,2
A,2806,5/18/2022,8
A,117925,6/27/2022,79
C,43738,3/5/2022,7
C,117520,6/1/2022,9
C,30175,8/25/2022,2
C,19114,9/9/2022,10
A,117925,1/25/2022,11
A,57976,6/8/2022,7
D,3328,2/4/2022,4
D,6163,2/25/2022,22
D,122686,4/12/2022,30
D,29653,8/30/2022,14
C,117376,2/19/2022,54
D,111868,8/27/2022,2
B,104470,3/15/2022,7
B,36808,4/16/2022,29
B,40381,4/30/2022,3
E,12355,4/18/2022,1
A,36808,1/27/2022,78
A,295,3/14/2022,3
D,117187,2/12/2022,4
D,120418,3/1/2022,3
B,9925,9/24/2022,1
A,268,3/27/2022,7
A,1681,5/17/2022,2
D,259,1/27/2022,16
D,42685,3/10/2022,14
D,4930,5/1/2022,2
D,43135,5/18/2022,8
D,43135,7/11/2022,8
C,102490,3/16/2022,35.04199982
C,7396,4/2/2022,6
B,3328,9/1/2022,2
A,117610,2/7/2022,3
A,116836,5/18/2022,19
D,45484,3/9/2022,4
D,43135,4/4/2022,15
A,75463,7/7/2022,3
D,3679,9/1/2022,7
C,24136,2/6/2022,2
D,4705,10/9/2022,10
A,117520,6/17/2022,17
A,107836,7/2/2022,6
A,4705,10/8/2022,4
C,120994,2/25/2022,3
C,10375,6/20/2022,2
A,92482,5/7/2022,7
C,10204,7/27/2022,9
B,43405,9/4/2022,1
B,9925,2/14/2022,1
B,107224,2/20/2022,1
E,64816,8/9/2022,1
B,102490,5/8/2022,25.07600009
B,42685,10/8/2022,25
D,42685,5/18/2022,10
D,40381,9/19/2022,11
A,97531,2/17/2022,1
A,1852,3/22/2022,4
A,25081,6/4/2022,6
A,36808,7/2/2022,78
C,6640,5/13/2022,35
E,4705,10/15/2022,1
C,117520,5/18/2022,11
C,110878,5/29/2022,17
B,14947,10/5/2022,2
E,42685,4/13/2022,14
D,120994,6/2/2022,3
D,116062,6/11/2022,3
A,45115,3/15/2022,1
D,8800,5/30/2022,3
B,122830,2/26/2022,1
B,36808,5/20/2022,39
B,119554,7/24/2022,5
C,119554,7/12/2022,53
C,123307,9/11/2022,37
E,120418,4/9/2022,2
E,107224,6/5/2022,3
E,122767,8/4/2022,3
A,11509,2/9/2022,3
A,121714,4/13/2022,3
D,3679,7/3/2022,1
D,107863,10/10/2022,5
C,30778,4/22/2022,1
D,101635,10/10/2022,2
C,107224,10/6/2022,3
C,11293,9/16/2022,35
C,29896,6/10/2022,6
B,3292,3/2/2022,4
B,101635,3/8/2022,3
B,43738,4/2/2022,6
B,45043,5/2/2022,2
A,12166,7/19/2022,1
D,95137,3/20/2022,4
D,29896,3/21/2022,5
D,120418,3/25/2022,12
D,42847,5/19/2022,4
D,4480,8/20/2022,3
A,9979,8/26/2022,6
A,3328,3/8/2022,3
D,117610,3/17/2022,10
D,42685,3/23/2022,19
D,952,9/4/2022,1
C,23146,4/2/2022,3
B,18223,3/22/2022,127
E,96136,9/22/2022,1.503999949
D,98809,5/6/2022,55
C,43135,7/20/2022,7
A,23785,10/8/2022,10
B,13795,4/2/2022,5
E,122686,7/8/2022,19
E,107224,9/8/2022,1
B,36808,5/19/2022,31
D,23938,2/20/2022,5
D,223,7/18/2022,3
D,29941,7/23/2022,4
C,117358,4/13/2022,1
C,122767,6/10/2022,14
B,40759,3/7/2022,5
B,12355,4/14/2022,2
B,43135,4/19/2022,6
B,40381,9/26/2022,9
B,36808,9/26/2022,56
B,116836,10/2/2022,8
E,117160,4/16/2022,2
E,898,7/29/2022,10
E,107836,7/31/2022,19
D,1672,7/5/2022,8
B,4705,1/27/2022,2
B,14947,3/20/2022,1
E,4759,4/26/2022,1
A,101635,1/29/2022,6
A,117736,2/18/2022,23
D,4930,3/13/2022,3
D,119554,8/6/2022,18
B,57058,3/2/2022,1
B,104470,6/28/2022,11
D,29653,4/15/2022,27
D,952,6/9/2022,2
C,223,2/16/2022,1
C,110230,2/27/2022,2
C,6163,3/7/2022,15
C,117736,3/13/2022,6
C,898,8/14/2022,30
A,102490,6/27/2022,15.27200007
A,117520,7/12/2022,22
A,121714,7/15/2022,6
A,120418,7/28/2022,3
D,120994,6/4/2022,3
D,94876,6/28/2022,1
D,116836,8/12/2022,12
C,119554,3/13/2022,30
A,91438,5/9/2022,29
A,40381,6/7/2022,16
C,10042,1/25/2022,1
D,98809,5/14/2022,22
A,40759,8/14/2022,8
C,6640,8/11/2022,1
E,9637,10/13/2022,1
A,121714,3/18/2022,3
C,117736,8/8/2022,14
E,36808,4/4/2022,19
B,108862,2/25/2022,2
B,43135,5/19/2022,5
B,673,7/27/2022,1
B,104470,9/30/2022,7
D,25000,3/17/2022,3
D,11509,4/12/2022,10
D,673,8/26/2022,3
D,7396,8/30/2022,3
A,117376,5/25/2022,2
A,116062,6/19/2022,11
B,117745,8/22/2022,1
C,23938,4/9/2022,5
C,4705,8/12/2022,4
C,121291,8/16/2022,2
E,121174,4/7/2022,4
E,55906,7/12/2022,1
A,107224,2/18/2022,4
A,117736,3/22/2022,11
A,110860,4/29/2022,3
A,44989,4/30/2022,4
D,13948,2/9/2022,9
A,10078,2/18/2022,1
D,6640,2/21/2022,14
D,23938,6/5/2022,6
D,304,7/30/2022,3
B,19123,1/27/2022,2
B,120994,3/29/2022,6
C,117736,3/3/2022,6
C,41164,4/4/2022,1
C,119554,4/14/2022,19
C,110320,4/20/2022,10
C,107836,5/6/2022,63
C,10924,8/13/2022,5
C,102769,9/3/2022,3
C,93913,9/7/2022,5
E,118033,5/25/2022,2
E,113281,7/15/2022,1
A,42154,4/14/2022,13.3319999
A,110356,7/2/2022,2
A,10204,7/21/2022,8
D,45169,5/20/2022,12
D,10204,7/8/2022,26
D,30778,7/22/2022,7
C,1852,6/17/2022,8
B,46150,5/15/2022,2
B,10924,6/19/2022,4
B,123667,9/24/2022,1
A,121174,3/8/2022,5
A,123730,4/14/2022,3
A,117286,7/19/2022,2
D,117520,3/17/2022,21
C,111382,3/11/2022,1
C,12220,4/2/2022,4
B,120418,4/25/2022,16
A,111382,1/29/2022,2
D,13003,3/6/2022,3
D,120418,3/15/2022,3
D,120994,6/20/2022,2
D,1852,9/3/2022,3
C,36808,7/14/2022,34
B,18223,1/27/2022,94
B,18223,5/22/2022,139
C,110878,8/19/2022,9
C,36808,9/3/2022,19
A,952,6/8/2022,4
D,36808,8/15/2022,68
E,3679,4/27/2022,4
B,11293,3/30/2022,7
B,41686,4/9/2022,3
B,42154,9/16/2022,5.720000029
D,9637,2/13/2022,1
D,42154,3/4/2022,37.71400034
D,55879,3/5/2022,7
D,113110,4/2/2022,2
E,1933,9/21/2022,1
C,9979,5/12/2022,10
C,610,6/29/2022,1
B,36808,4/10/2022,63
E,123694,5/23/2022,2
A,122686,3/19/2022,7
A,23371,4/20/2022,1
A,111382,6/29/2022,4
A,11293,4/11/2022,5
D,4705,2/19/2022,6
D,3652,8/22/2022,13
B,119554,3/1/2022,7
C,36808,2/20/2022,48
B,3679,4/20/2022,1
B,102490,6/13/2022,25.44399977
C,110077,3/28/2022,2
C,25000,4/15/2022,1
C,36808,6/17/2022,57
C,95137,6/30/2022,3
E,76399,6/18/2022,7
A,117196,7/13/2022,4
D,117925,2/8/2022,13
D,11293,4/18/2022,11
D,2806,5/17/2022,9
C,117925,10/16/2022,5
C,3652,5/13/2022,16
A,124414,9/17/2022,3
C,13795,9/28/2022,7
C,123307,9/30/2022,36
C,117736,7/12/2022,6
B,29896,2/15/2022,4
B,29941,6/14/2022,1
D,117925,5/24/2022,19
D,6163,7/11/2022,1
D,123667,10/1/2022,2
B,10195,9/18/2022,1
A,117358,9/18/2022,1
A,1231,2/25/2022,3
D,40939,4/28/2022,19
C,13795,5/28/2022,7
A,107836,1/29/2022,9
D,1672,7/10/2022,11
C,97486,3/10/2022,2
C,107224,5/25/2022,9
B,98809,10/10/2022,30
D,98809,8/6/2022,62
C,119554,2/12/2022,25
A,95119,9/4/2022,2
B,40939,1/29/2022,1
E,29941,9/16/2022,9
A,107863,1/29/2022,7
A,7396,4/4/2022,12
C,123307,10/17/2022,76
C,43135,1/22/2022,9
C,42685,5/26/2022,36
A,23020,4/23/2022,6
A,110806,4/30/2022,1
A,107836,5/27/2022,22
A,40759,6/25/2022,7
D,40939,5/27/2022,13
E,23146,5/21/2022,1
E,46150,7/5/2022,6
A,1672,4/9/2022,75
A,11509,9/22/2022,8
C,110320,1/24/2022,9
B,110878,6/2/2022,3
C,123307,8/29/2022,53
E,29653,4/26/2022,8
A,119185,5/8/2022,4
A,538,5/29/2022,1
A,223,7/27/2022,3
D,41488,3/3/2022,1
D,11293,6/29/2022,7
D,42154,8/3/2022,24.41600046
D,123703,10/2/2022,3
C,117358,4/18/2022,1
D,36808,10/14/2022,45
C,36808,6/26/2022,48
B,123280,4/12/2022,3
B,10924,7/26/2022,2
B,3652,10/5/2022,3
A,104470,3/18/2022,7
A,11230,7/24/2022,1
D,117376,3/18/2022,1
C,43135,2/28/2022,10
C,110860,3/16/2022,5
B,29896,4/9/2022,4
B,110077,6/2/2022,1
A,1231,3/2/2022,6
D,123478,6/26/2022,3
C,1852,2/22/2022,2
C,3427,6/11/2022,2
C,898,9/22/2022,28
A,11509,4/15/2022,14
B,98809,2/19/2022,20
C,119554,2/8/2022,13
A,4930,7/3/2022,1
B,102490,1/25/2022,22.24199963
E,117520,9/18/2022,4
B,118033,10/17/2022,2
D,25081,3/20/2022,15
D,9925,6/18/2022,6
D,116062,6/22/2022,4
E,96136,8/26/2022,5.768000126
C,6856,3/16/2022,3
B,42154,8/31/2022,12.29399979
A,117376,5/30/2022,7
E,102490,5/6/2022,22.14200008
D,952,8/18/2022,1
D,4705,10/7/2022,2
D,43135,10/15/2022,7
C,55906,3/8/2022,3
B,117925,6/4/2022,24
C,3652,3/24/2022,15
B,93679,9/2/2022,1
C,10636,9/14/2022,2
E,42685,9/6/2022,29
A,117520,3/6/2022,34
A,232,3/14/2022,2
A,23938,3/14/2022,4
A,36808,4/18/2022,54
A,10609,7/27/2022,1
D,40759,1/28/2022,10
D,4930,2/19/2022,2
D,104470,4/13/2022,12
D,117736,10/3/2022,19
A,123307,8/18/2022,82
B,116836,3/14/2022,3
E,23938,3/19/2022,1
A,3679,5/13/2022,10
A,42685,6/16/2022,16
A,101635,7/24/2022,3
D,36808,1/25/2022,80
D,114658,2/5/2022,5
D,122686,5/7/2022,9
C,117520,9/13/2022,9
A,10366,9/21/2022,1
A,13795,2/25/2022,6
A,107836,5/22/2022,30
D,110356,3/9/2022,2
D,117520,4/5/2022,21
D,119185,4/21/2022,2
D,4705,5/3/2022,5
D,3427,6/20/2022,5
D,111382,8/14/2022,5
A,117745,4/9/2022,5
D,94345,7/12/2022,5
B,46591,1/26/2022,12
B,46591,4/21/2022,10
A,116836,2/20/2022,21
A,1852,8/15/2022,3
A,117925,8/28/2022,12
E,898,4/4/2022,1
D,3427,8/3/2022,1
E,117358,3/12/2022,1
E,122686,6/8/2022,2
B,24136,3/14/2022,4
B,223,4/7/2022,4
B,40759,5/14/2022,7
B,92491,7/5/2022,2
D,117925,2/16/2022,17
D,95119,3/24/2022,4
D,100501,8/30/2022,2
A,40381,2/7/2022,14
A,94876,2/9/2022,7
E,14947,9/24/2022,1
A,40939,3/8/2022,6
A,25081,9/21/2022,12
D,117610,3/28/2022,13
D,10375,8/24/2022,1
A,107224,10/6/2022,1
B,95119,1/27/2022,1
B,94948,6/1/2022,8
C,9979,4/15/2022,13
B,673,9/25/2022,2
C,29653,7/17/2022,7
A,122686,5/22/2022,8
D,6163,2/2/2022,4
C,123307,8/26/2022,49
B,117610,4/18/2022,1
D,123307,1/22/2022,206
D,117925,2/24/2022,26
D,46150,2/24/2022,6
D,40939,4/26/2022,7
D,42685,6/3/2022,18
D,116062,6/12/2022,3
D,107224,8/21/2022,3
C,101212,1/24/2022,2
A,29941,8/2/2022,9
D,110878,6/20/2022,5
C,4480,5/2/2022,6
A,117160,8/1/2022,3
D,42154,2/14/2022,20.8840003
C,110320,1/25/2022,7
E,18223,9/3/2022,19
E,94345,9/24/2022,1
E,40939,10/4/2022,5
E,25081,9/7/2022,2
B,117925,5/22/2022,2
B,100501,9/10/2022,3
D,43135,2/25/2022,12
D,111382,10/6/2022,2
A,123667,5/31/2022,1
E,29896,9/5/2022,1
E,1132,10/10/2022,4
C,95137,3/7/2022,8
C,1672,4/16/2022,43
C,3427,6/17/2022,4
B,11293,4/15/2022,11
C,13408,8/22/2022,1
E,40381,6/8/2022,13
D,122803,1/22/2022,1
D,40939,2/24/2022,7
D,95137,6/28/2022,8
D,43135,7/20/2022,10
C,117376,2/18/2022,39
A,110860,5/28/2022,3
A,3679,7/15/2022,9
D,29941,3/1/2022,16
D,107836,3/26/2022,9
D,119554,6/16/2022,8
D,40381,7/20/2022,13
D,718,9/6/2022,1
D,93913,9/24/2022,1
C,46150,8/27/2022,4
A,6163,10/17/2022,12
B,110356,3/30/2022,1
B,110320,10/1/2022,16
E,11509,4/2/2022,6
A,117736,5/17/2022,42
D,13795,2/14/2022,9
D,116836,2/15/2022,9
D,6748,3/3/2022,2
D,29941,3/7/2022,6
D,114658,5/5/2022,1
A,117736,9/16/2022,11
A,41488,10/8/2022,4
B,76399,6/28/2022,3
A,110806,2/22/2022,2
A,1852,2/25/2022,2
D,118033,3/5/2022,4
D,45169,6/4/2022,12
C,6856,2/28/2022,3
C,105622,3/22/2022,2
C,95137,6/12/2022,2
C,10204,7/18/2022,12
C,95137,7/25/2022,3
A,120418,1/22/2022,3
A,114658,3/6/2022,2
A,93895,4/1/2022,5
A,7072,4/4/2022,1
D,4597,4/12/2022,1
B,98809,4/24/2022,24
B,98809,6/6/2022,22
A,40381,8/23/2022,15
D,99457,3/30/2022,2
E,108007,3/27/2022,2
E,1672,4/11/2022,19
E,116836,4/18/2022,1
B,11293,8/28/2022,4
D,4480,3/7/2022,2
D,1852,4/13/2022,4
D,101635,5/24/2022,3
D,92491,6/18/2022,23
D,40381,9/12/2022,15
D,118033,9/18/2022,1
A,4705,2/6/2022,4
B,1672,8/6/2022,5
E,40759,9/20/2022,5
C,119554,3/1/2022,37
C,117520,7/5/2022,7
C,3427,9/17/2022,13
B,10042,7/9/2022,1
E,41686,3/14/2022,2
A,111382,6/18/2022,7
D,110860,4/24/2022,8
D,40939,3/16/2022,6
D,116062,4/24/2022,8
B,45169,3/10/2022,8
B,4480,6/15/2022,10
C,121291,4/12/2022,1
C,36808,4/16/2022,42
C,10213,4/29/2022,2
E,610,5/31/2022,1
